run_id,model,split,trajectory_id,time_index,target_action_index,horizon,expert_action,pred_action,expert_action_norm,pred_action_norm,expert_gripper,pred_gripper,cosine_similarity,per_dimension_error,squared_error
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,5,8,2,"[0.0, -0.7392857074737549, -0.23571428656578064, 0.029999999329447746, 0.0, -0.0, -1.0]","[0.004176633432507515, -0.4029659628868103, -0.2681899070739746, 0.004295056685805321, 0.04228552058339119, -0.010229606181383133, -0.9570980668067932]",1.266098142,1.073439717,-1,-0.9570980668,0.9700312614,"[0.004176633432507515, 0.3363197445869446, -0.03247562050819397, -0.025704942643642426, 0.04228552058339119, -0.010229606181383133, 0.04290193319320679]",0.01693958789
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,5,9,3,"[0.0, -0.75, -0.24642856419086456, 0.03214285895228386, 0.0, -0.0, -1.0]","[0.03561655431985855, -0.3666030466556549, -0.31907084584236145, -0.00107630155980587, 0.030747495591640472, -0.00720195472240448, -0.950629711151123]",1.274464726,1.068722486,-1,-0.9506297112,0.9575099349,"[0.03561655431985855, 0.3833969533443451, -0.07264228165149689, -0.03321915864944458, 0.030747495591640472, -0.00720195472240448, 0.04937028884887695]",0.0225824099
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,6,7,0,"[0.0, -0.6803571581840515, -0.2142857164144516, 0.014999999664723873, 0.003214285708963871, -0.0, -1.0]","[-0.034193918108940125, -0.6400988101959229, -0.2136574238538742, 0.017906352877616882, 0.04222625494003296, -0.031042536720633507, -0.99904465675354]",1.228429675,1.207353592,-1,-0.9990446568,0.9983679056,"[-0.034193918108940125, 0.04025834798812866, 0.0006282925605773926, 0.002906353212893009, 0.03901197016239166, -0.031042536720633507, 0.0009553432464599609]",0.0007550409064
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,6,8,1,"[0.0, -0.7392857074737549, -0.23571428656578064, 0.029999999329447746, 0.0, -0.0, -1.0]","[-0.031342364847660065, -0.6303213834762573, -0.2689371705055237, 0.017546366900205612, 0.038001738488674164, -0.032748203724622726, -1.01167631149292]",1.266098142,1.223490119,-1,-1.011676311,0.9951738715,"[-0.031342364847660065, 0.10896432399749756, -0.03322288393974304, -0.012453632429242134, 0.038001738488674164, -0.032748203724622726, -0.011676311492919922]",0.002395333489
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,6,9,2,"[0.0, -0.75, -0.24642856419086456, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.05201978236436844, -0.5747460722923279, -0.34492921829223633, 0.009102938696742058, 0.031627144664525986, -0.02038385346531868, -0.9375092387199402]",1.274464726,1.154312611,-1,-0.9375092387,0.9882615209,"[-0.05201978236436844, 0.17525392770767212, -0.09850065410137177, -0.0230399202555418, 0.031627144664525986, -0.02038385346531868, 0.062490761280059814]",0.006996298674
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,6,10,3,"[0.0, -0.7419642806053162, -0.2651785612106323, 0.035357143729925156, 0.0, -0.0, -1.0]","[-0.033157944679260254, -0.5362725257873535, -0.40617597103118896, 0.005799056962132454, 0.02143547311425209, -0.013778582215309143, -0.9300537109375]",1.2736094,1.148629308,-1,-0.9300537109,0.9815147519,"[-0.033157944679260254, 0.20569175481796265, -0.14099740982055664, -0.0295580867677927, 0.02143547311425209, -0.013778582215309143, 0.0699462890625]",0.009957757778
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,7,8,0,"[0.0, -0.7392857074737549, -0.23571428656578064, 0.029999999329447746, 0.0, -0.0, -1.0]","[-0.04325643926858902, -0.7131563425064087, -0.26077553629875183, 0.01646013930439949, 0.02406872995197773, -0.030759992077946663, -0.9906982183456421]",1.266098142,1.24969852,-1,-0.9906982183,0.9985121489,"[-0.04325643926858902, 0.02612936496734619, -0.02506124973297119, -0.013539860025048256, 0.02406872995197773, -0.030759992077946663, 0.00930178165435791]",0.0007110373117
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,7,9,1,"[0.0, -0.75, -0.24642856419086456, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.03998616337776184, -0.6929346323013306, -0.31953373551368713, 0.016233857721090317, 0.019451888278126717, -0.03268296644091606, -1.004630446434021]",1.274464726,1.262874246,-1,-1.004630446,0.9963384271,"[-0.03998616337776184, 0.057065367698669434, -0.07310517132282257, -0.015909001231193542, 0.019451888278126717, -0.03268296644091606, -0.004630446434020996]",0.001702972339
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,7,10,2,"[0.0, -0.7419642806053162, -0.2651785612106323, 0.035357143729925156, 0.0, -0.0, -1.0]","[-0.06282354146242142, -0.6284410953521729, -0.3998640179634094, 0.006660176441073418, 0.014319613575935364, -0.019503671675920486, -0.9342378973960876]",1.2736094,1.196748257,-1,-0.9342378974,0.988583982,"[-0.06282354146242142, 0.11352318525314331, -0.1346854567527771, -0.028696967288851738, 0.014319613575935364, -0.019503671675920486, 0.06576210260391235]",0.005815442652
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,7,11,3,"[0.0, -0.7178571224212646, -0.2946428656578064, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.04969272017478943, -0.5827541947364807, -0.46369150280952454, 0.00444428063929081, 0.005246445536613464, -0.011223003268241882, -0.9252476096153259]",1.266162157,1.188838959,-1,-0.9252476096,0.983448267,"[-0.04969272017478943, 0.13510292768478394, -0.16904863715171814, -0.02769857831299305, 0.005246445536613464, -0.011223003268241882, 0.07475239038467407]",0.007972602732
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,8,9,0,"[0.0, -0.75, -0.24642856419086456, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.045372895896434784, -0.7409448027610779, -0.2736242115497589, 0.016245726495981216, 0.02431751973927021, -0.02387779764831066, -0.9552438259124756]",1.274464726,1.24090457,-1,-0.9552438259,0.9983650446,"[-0.045372895896434784, 0.00905519723892212, -0.027195647358894348, -0.015897132456302643, 0.02431751973927021, -0.02387779764831066, 0.044756174087524414]",0.0008996606921
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,8,10,1,"[0.0, -0.7419642806053162, -0.2651785612106323, 0.035357143729925156, 0.0, -0.0, -1.0]","[-0.03924569487571716, -0.7062423229217529, -0.330384224653244, 0.0157255120575428, 0.017224984243512154, -0.025901997461915016, -0.9388465285301208]",1.2736094,1.221523643,-1,-0.9388465285,0.996963501,"[-0.03924569487571716, 0.03572195768356323, -0.0652056634426117, -0.019631631672382355, 0.017224984243512154, -0.025901997461915016, 0.06115347146987915]",0.00173726026
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,8,11,2,"[0.0, -0.7178571224212646, -0.2946428656578064, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.061920471489429474, -0.6340439915657043, -0.41227760910987854, 0.00470750592648983, 0.012523885816335678, -0.012405935674905777, -0.8587427735328674]",1.266162157,1.146119833,-1,-0.8587427735,0.9892144203,"[-0.061920471489429474, 0.0838131308555603, -0.11763474345207214, -0.02743535302579403, 0.012523885816335678, -0.012405935674905777, 0.14125722646713257]",0.006530539133
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,8,12,3,"[0.0, -0.6991071701049805, -0.32946428656578064, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.06618481129407883, -0.582214891910553, -0.48176348209381104, 0.004941435530781746, 0.0028703883290290833, -0.002179749310016632, -0.8285535573959351]",1.264251113,1.123382926,-1,-0.8285535574,0.9818543196,"[-0.06618481129407883, 0.11689227819442749, -0.1522991955280304, -0.027201423421502113, 0.0028703883290290833, -0.002179749310016632, 0.17144644260406494]",0.01019801013
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,9,10,0,"[0.0, -0.7419642806053162, -0.2651785612106323, 0.035357143729925156, 0.0, -0.0, -1.0]","[-0.04211041331291199, -0.7157244086265564, -0.29127928614616394, 0.01762823387980461, 0.018832402303814888, -0.01681339554488659, -0.9549808502197266]",1.2736094,1.229558825,-1,-0.9549808502,0.9986650348,"[-0.04211041331291199, 0.026239871978759766, -0.026100724935531616, -0.017728909850120544, 0.018832402303814888, -0.01681339554488659, 0.04501914978027344]",0.0008744934457
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,9,11,1,"[0.0, -0.7178571224212646, -0.2946428656578064, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.03733345866203308, -0.661956787109375, -0.3473775088787079, 0.015221700072288513, 0.010897254571318626, -0.01810225285589695, -0.9500792026519775]",1.266162157,1.209785223,-1,-0.9500792027,0.9976021051,"[-0.03733345866203308, 0.05590033531188965, -0.05273464322090149, -0.016921158879995346, 0.010897254571318626, -0.01810225285589695, 0.04992079734802246]",0.001503490144
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,9,12,2,"[0.0, -0.6991071701049805, -0.32946428656578064, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.059594616293907166, -0.5859364867210388, -0.42208871245384216, 0.0030978303402662277, 0.006373297423124313, -0.004400637000799179, -0.8911897540092468]",1.264251113,1.14861691,-1,-0.891189754,0.9916293621,"[-0.059594616293907166, 0.11317068338394165, -0.09262442588806152, -0.02904502861201763, 0.006373297423124313, -0.004400637000799179, 0.10881024599075317]",0.005383096635
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,9,13,3,"[0.0, -0.6267856955528259, -0.3776785731315613, 0.024642856791615486, 0.0, -0.0, -1.0]","[-0.06829701364040375, -0.527641236782074, -0.48772573471069336, 0.003324465826153755, -0.0027443040162324905, 0.0070628151297569275, -0.8694988489151001]",1.239398479,1.130063176,-1,-0.8694988489,0.9885075688,"[-0.06829701364040375, 0.09914445877075195, -0.11004716157913208, -0.02131839096546173, -0.0027443040162324905, 0.0070628151297569275, 0.1305011510848999]",0.006306703668
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,10,11,0,"[0.0, -0.7178571224212646, -0.2946428656578064, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.03595229238271713, -0.6893986463546753, -0.30713731050491333, 0.021432045847177505, 0.014916697517037392, -0.010027291253209114, -0.9667866230010986]",1.266162157,1.227336645,-1,-0.966786623,0.9992623925,"[-0.03595229238271713, 0.028458476066589355, -0.012494444847106934, -0.010710813105106354, 0.014916697517037392, -0.010027291253209114, 0.03321337699890137]",0.0005427810829
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,10,12,1,"[0.0, -0.6991071701049805, -0.32946428656578064, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.03989897668361664, -0.6258160471916199, -0.35935118794441223, 0.017534561455249786, 0.00687837041914463, -0.009886900894343853, -0.9695968627929688]",1.264251113,1.209521174,-1,-0.9695968628,0.9979909062,"[-0.03989897668361664, 0.0732911229133606, -0.029886901378631592, -0.014608297497034073, 0.00687837041914463, -0.009886900894343853, 0.03040313720703125]",0.001305651502
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,10,13,2,"[0.0, -0.6267856955528259, -0.3776785731315613, 0.024642856791615486, 0.0, -0.0, -1.0]","[-0.06753329187631607, -0.5448097586631775, -0.4257623553276062, 0.0043645258992910385, 0.002205934375524521, 0.003380056470632553, -0.9249781370162964]",1.239398479,1.156836987,-1,-0.924978137,0.9955250621,"[-0.06753329187631607, 0.08197593688964844, -0.04808378219604492, -0.020278330892324448, 0.002205934375524521, 0.003380056470632553, 0.07502186298370361]",0.002806947334
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,10,14,3,"[0.0, -0.5491071343421936, -0.43660715222358704, 0.01607142947614193, -0.014999999664723873, -0.0, -1.0]","[-0.08144468069076538, -0.48147836327552795, -0.48115217685699463, 0.0036755818873643875, -0.006738558411598206, 0.015326462686061859, -0.9146148562431335]",1.221731424,1.143143058,-1,-0.9146148562,0.9947149754,"[-0.08144468069076538, 0.06762877106666565, -0.04454502463340759, -0.012395847588777542, 0.008261441253125668, 0.015326462686061859, 0.08538514375686646]",0.002991225338
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,11,12,0,"[0.0, -0.6991071701049805, -0.32946428656578064, 0.03214285895228386, 0.0, -0.0, -1.0]","[-0.03521423041820526, -0.6536393165588379, -0.34692254662513733, 0.018522296100854874, 0.015136847272515297, -0.005227597430348396, -0.9701519012451172]",1.264251113,1.220915198,-1,-0.9701519012,0.9990064502,"[-0.03521423041820526, 0.04546785354614258, -0.01745826005935669, -0.013620562851428986, 0.015136847272515297, -0.005227597430348396, 0.029848098754882812]",0.0007064341917
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,11,13,1,"[0.0, -0.6267856955528259, -0.3776785731315613, 0.024642856791615486, 0.0, -0.0, -1.0]","[-0.03678497299551964, -0.5833583474159241, -0.3990025222301483, 0.01475931704044342, 0.006060140207409859, -0.005421760492026806, -0.9626858234405518]",1.239398479,1.194952369,-1,-0.9626858234,0.9988945127,"[-0.03678497299551964, 0.043427348136901855, -0.021323949098587036, -0.009883539751172066, 0.006060140207409859, -0.005421760492026806, 0.03731417655944824]",0.0007499904023
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,11,14,2,"[0.0, -0.5491071343421936, -0.43660715222358704, 0.01607142947614193, -0.014999999664723873, -0.0, -1.0]","[-0.06299072504043579, -0.5029845833778381, -0.46144795417785645, 0.0004864465445280075, 0.0007269829511642456, 0.007310573011636734, -0.9118860363960266]",1.221731424,1.140826821,-1,-0.9118860364,0.9969599843,"[-0.06299072504043579, 0.04612255096435547, -0.02484080195426941, -0.015584982931613922, 0.015726983547210693, 0.007310573011636734, 0.08811396360397339]",0.002145704348
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,11,15,3,"[0.0, -0.44999998807907104, -0.5169642567634583, 0.008571428246796131, -0.03857142850756645, -0.0, -1.0]","[-0.08197474479675293, -0.4375072419643402, -0.5163899660110474, -0.00020308606326580048, -0.008398246020078659, 0.018431097269058228, -0.8908936977386475]",1.212977052,1.122003913,-1,-0.8908936977,0.9956532717,"[-0.08197474479675293, 0.012492746114730835, 0.0005742907524108887, -0.008774514310061932, 0.030173182487487793, 0.018431097269058228, 0.10910630226135254]",0.002872508718
20260528_084146_libero_spatial_wam_gru_libero_spatial_wam_gru_dinov2s_no_future_seed0,wam_gru_dinov2s_no_future,val,datasets/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate_demo.hdf5:data/demo_18,12,13,0,"[0.0, -0.6267856955528259, -0.3776785731315613, 0.024642856791615486, 0.0, -0.0, -1.0]","[-0.04024876654148102, -0.6310085654258728, -0.38759252429008484, 0.016153637319803238, 0.01637326367199421, -0.0037638023495674133, -0.9835994243621826]",1.239398479,1.232083917,-1,-0.9835994244,0.9992450476,"[-0.04024876654148102, -0.004222869873046875, -0.00991395115852356, -0.008489219471812248, 0.01637326367199421, -0.0037638023495674133, 0.016400575637817383]",0.0003370540217
